,YearsCode,ConvertedCompYearly
12109,6,20943.0
12110,8,
12111,1,
12112,10,34591.0
12113,7,
12114,11,77832.0
12115,17,75444.0
12116,6,
12117,6,
12118,8,15780.0
12120,4,
12121,9,16152.0
12122,6,11544.0
12123,8,43239.0
12124,20,
12125,8,26000.0
12126,2,
12127,15,
12128,13,103776.0
12129,5,20943.0
12130,4,
12131,3,
12132,8,92880.0
12133,4,
12134,24,648588.0
12135,17,
12136,8,28536.0
12137,8,13572.0
12139,4,
12140,30,91056.0
12141,2,
12142,5,25944.0
12143,23,155111.0
12144,15,54480.0
12145,1,
12146,10,52104.0
12147,15,40704.0
12148,3,
12149,7,
12151,6,
12152,22,63816.0
12153,18,
12154,11,103682.0
12155,35,
12156,25,
12158,7,48000.0
12159,13,48644.0
12160,16,24000.0
12161,25,180000.0
12162,20,129720.0
12163,20,
12164,10,38915.0
12165,1,
12166,15,408.0
12167,7,135000.0
12168,10,49308.0
12169,2,466980.0
12170,3,
12171,11,49296.0
12172,12,15780.0
12173,31,62045.0
12174,3,
12175,5,50806.0
12176,22,147096.0
12177,11,49185.0
12178,5,1680.0
12179,17,200000.0
12180,6,
12181,12,
12182,11,
12183,8,34591.0
12184,15,62697.0
12185,6,16704.0
12186,10,
12187,5,22339.0
12188,5,
12189,1,29832.0
12190,21,
12191,8,23388.0
12192,11,27240.0
12193,12,
12194,33,
12195,3,
12196,7,91484.0
12198,30,194580.0
12199,20,86000.0
12200,35,73644.0
12201,7,70264.0
12202,3,
12203,10,
12204,3,
12205,3,
12206,11,39636.0
12207,7,
12208,12,
12209,8,47347.0
12210,8,
12211,25,
12212,12,86062.0
12213,10,14412.0
12214,6,
12215,25,138308.0
12216,10,70818.0
12218,8,28500.0
12220,4,
12221,4,25656.0
12222,12,14916.0
12223,3,2676.0
12224,9,121979.0
12225,10,
12227,5,
12228,8,37834.0
12229,5,12566.0
12230,6,4392.0
12232,20,
12233,22,64859.0
12234,20,44550.0
12235,10,86853.0
12236,10,9216.0
12238,20,26268.0
12239,1,
12240,11,
12241,15,73615.0
12242,8,
12243,20,43564.0
12244,1,1260.0
12245,9,
12246,25,
12247,40,
12248,3,
12249,12,10116.0
12250,10,45401.0
12251,9,39492.0
12252,10,
12254,8,72600.0
12255,20,71129.0
12257,6,100200.0
12258,29,155664.0
12259,3,
12260,16,
12262,6,
12263,17,131880.0
12264,2,15588.0
12265,27,
12266,40,
12267,13,19776.0
12268,4,
12269,20,
12270,17,83236.0
12271,11,48000.0
12272,4,7068.0
12273,15,75669.0
12274,18,500000.0
12275,5,
12276,5,8040.0
12277,28,
12278,5,17616.0
12279,8,933972.0
12280,29,
12282,10,
12283,13,
12284,23,46488.0
12285,22,103408.0
12286,8,
12287,10,20272.0
12288,3,31740.0
12289,7,11412.0
12290,10,12.0
12291,37,86478.0
12292,11,
12293,14,46482.0
12294,8,
12295,40,164159.0
12297,6,
12298,9,48456.0
12299,21,101649.0
12300,4,
12301,25,113910.0
12303,7,12566.0
12304,1,
12305,15,
12306,1,
12307,4,32429.0
12309,15,35028.0
12310,8,51887.0
12311,14,175100.0
12312,14,
12313,10,35616.0
12314,8,17100.0
12315,5,
12316,6,
12317,4,
12318,10,42000.0
12319,9,
12320,15,
12323,26,140088.0
12324,6,20124.0
12325,21,100214.0
12326,1,90482.0
12327,33,
12328,9,7215.0
12329,1,
12330,8,
12331,8,64859.0
12332,9,14124.0
12333,12,380000.0
12334,6,
12335,19,
12336,10,
12337,20,
12338,8,
12340,3,
12341,6,55776.0
12342,4,
12343,5,
12344,17,
12345,9,
12348,10,
12349,45,71345.0
12350,8,
12351,13,45396.0
12352,30,
12353,17,
12354,11,
12355,10,
12356,20,
12357,5,44100.0
12358,18,71340.0
12359,9,
12360,15,
12361,5,
12362,28,80000.0
12363,5,37620.0
12364,17,22056.0
12365,8,26527.0
12366,5,14196.0
12367,19,75669.0
12368,15,91128.0
12369,8,35028.0
12370,3,
12371,6,9864.0
12372,7,18150.0
12373,10,
12374,18,76750.0
12375,3,192168.0
12376,8,83512.0
12377,23,64630.0
12378,6,
12379,3,
12380,4,
12381,2,
12382,9,
12383,11,
12384,38,216196.0
12385,12,
12386,10,
12387,17,168636.0
12388,8,
12389,3,
12390,5,59454.0
12391,20,
12392,15,140558.0
12393,15,62268.0
12394,11,14400.0
12395,15,33096.0
12396,7,22056.0
12397,11,52968.0
12399,6,80000.0
12400,30,76440.0
12401,9,25944.0
12402,6,18000.0
12403,5,
12404,11,
12405,15,
12406,15,88068.0
12407,10,33504.0
12408,20,71340.0
12409,19,100214.0
12410,8,126084.0
12411,4,
12412,3,
12413,15,12936.0
12414,40,62950.0
12415,40,
12416,6,720000.0
12417,14,24384.0
12418,6,18768.0
12420,30,
12421,14,32088.0
12422,25,67500.0
12423,7,14256.0
12424,10,
12425,25,42756.0
12426,14,320000.0
12427,15,
12429,18,20244.0
12430,15,
12431,20,48648.0
12432,6,
12434,5,302675.0
12435,13,33919.0
12436,11,22644.0
12437,30,71093.0
12438,6,25980.0
12440,5,71093.0
12441,15,
12442,8,80556.0
12443,22,28584.0
12444,7,46200.0
12446,10,
12447,8,8376.0
12448,6,
12449,18,10810.0
12450,8,
12451,25,
12452,4,8712.0
12454,14,50028.0
12455,17,132143.0
12456,5,
12457,1,
12458,30,
12459,10,45564.0
12460,6,
12461,10,
12462,8,
12463,34,45401.0
12464,4,
12467,11,
12468,6,41363.0
12469,45,170000.0
12470,38,55847.0
12471,19,30267.0
12472,13,
12473,12,
12474,9,11676.0
12475,10,13212.0
12476,12,
12478,28,
12479,5,11016.0
12480,14,26520.0
12481,15,21585.0
12482,9,
12483,22,56211.0
12484,6,49296.0
12485,6,9773.0
12486,38,
12487,28,250000.0
12488,6,
12489,3,
12491,12,9717.0
12492,8,
12493,30,86478.0
12494,25,36753.0
12495,11,98210.0
12496,17,23040.0
12497,8,10052.0
12498,36,144730.0
12499,10,2928.0
12500,15,56860.0
12501,2,
12502,15,54049.0
12503,7,9336.0
12504,9,150000.0
12505,5,31908.0
12506,8,
12507,12,94656.0
12508,21,55130.0
12509,5,8508.0
12510,8,
12511,24,32424.0
12512,10,36753.0
12513,8,43239.0
12514,6,
12515,12,54049.0
12516,3,12972.0
12518,12,101649.0
12519,10,77831.0
12520,25,34476.0
12521,5,23664.0
12522,4,
12523,3,
12525,13,42960.0
12526,10,80760.0
12527,5,
12528,20,32424.0
12529,11,64405.0
12530,12,90000.0
12531,5,
12532,7,
12533,4,
12534,3,
12535,11,56874.0
12536,11,23388.0
12537,8,
12539,35,79776.0
12540,12,
12541,2,
12542,7,
12543,10,64859.0
12544,7,
12545,12,
12546,10,36816.0
12547,15,61368.0
12548,28,160605.0
12549,9,70264.0
12550,9,
12551,25,81074.0
12552,17,
12553,9,
12554,6,49296.0
12555,7,31128.0
12556,10,2792.0
12557,32,48644.0
12558,13,38916.0
12559,32,65052.0
12560,6,25392.0
12562,6,29976.0
12563,16,19452.0
12564,1,
12565,7,49404.0
12566,16,
12567,9,42374.0
12568,4,
12569,5,12000.0
12570,11,21187.0
12571,15,
12572,8,
12573,4,
12574,35,108098.0
12575,10,28105.0
12576,9,65055.0
12577,9,
12578,10,11676.0
12579,3,56211.0
12580,3,
12581,8,77556.0
12583,20,118908.0
12584,7,151054.0
12585,5,40242.0
12586,7,
12587,17,
12588,7,77556.0
12589,20,105072.0
12590,6,
12591,19,46416.0
12592,40,32424.0
12593,6,
12595,4,47154.0
12596,6,
12597,45,
12598,8,28437.0
12599,14,37620.0
12600,10,
12601,20,91711.0
12602,7,6360.0
12603,3,21264.0
12606,19,47184.0
12607,6,
12608,12,60535.0
12609,34,172957.0
12610,20,199981.0
12611,8,
12612,25,70264.0
12613,30,207986.0
12614,7,42528.0
12615,12,
12616,5,
12617,10,20250.0
12619,15,
12620,30,116333.0
12621,4,47633.0
12622,6,56211.0
12623,15,93544.0
12625,4,
12626,12,92964.0
12627,15,
12628,10,
12629,32,66156.0
12630,13,
12631,20,67200.0
12632,11,70264.0
12633,6,51704.0
12634,4,
12635,10,18432.0
12636,11,
12638,7,41077.0
12639,13,52104.0
12640,12,28860.0
12641,40,107895.0
12642,8,47563.0
12643,10,60744.0
12645,15,62832.0
12646,5,2724.0
12647,4,39996.0
12648,11,126000.0
12649,15,87559.0
12651,11,22701.0
12652,20,66156.0
12653,8,24863.0
12654,38,92197.0
12655,5,
12657,10,41520.0
12658,3,
12659,8,
12660,15,
12661,6,11400.0
12662,6,46704.0
12663,8,41077.0
12664,8,138384.0
12665,16,65424.0
12666,6,
12667,18,31348.0
12669,4,29832.0
12670,14,29827.0
12671,17,
12672,17,
12673,3,
12674,16,40692.0
12675,7,38778.0
12676,10,70918.0
12677,5,
12678,25,122580.0
12679,7,35672.0
12680,15,80018.0
12682,30,
12683,8,
12684,3,
12685,7,
12686,7,12972.0
12687,4,
12688,10,
12689,36,135123.0
12690,20,75669.0
12691,10,36300.0
12692,20,93072.0
12693,40,
12695,5,2508.0
12696,40,80172.0
12697,8,32664.0
12698,8,
12699,3,
12700,5,19200000.0
12701,10,15408.0
12702,7,7679.0
12703,6,254122.0
12704,8,26040.0
12705,26,
12706,10,78912.0
12707,15,59676.0
12708,6,22701.0
12709,20,67021.0
12710,24,
12711,13,100000.0
12712,18,63816.0
12713,27,39996.0
12714,8,16740.0
12715,8,
12716,25,126084.0
12717,14,
12718,38,81074.0
12719,16,71943.0
12720,10,30156.0
12721,6,79224.0
12722,5,558396.0
12723,11,
12724,6,
12725,12,40212.0
12726,12,54240.0
12727,15,908916.0
12728,15,64548.0
12729,8,47868.0
12730,6,
12731,1,
12732,7,
12733,4,
12734,6,
12735,16,70264.0
12736,20,98969.0
12737,15,40044.0
12738,3,
12739,21,45396.0
12740,13,
12741,5,
12742,6,11724.0
12743,30,
12745,12,6981.0
12746,11,31128.0
12747,40,100000.0
12748,12,16585.0
12749,18,90804.0
12750,9,7584.0
12751,4,
12752,4,
12753,6,
12755,7,8712.0
12757,6,
12758,4,
12759,5,
12760,7,49296.0
12761,7,
12762,5,
12763,41,89446.0
12764,26,52380.0
12765,14,49725.0
12766,19,75669.0
12767,6,
12768,44,
12769,15,31776.0
12770,20,
12771,25,60000.0
12772,6,
12773,3,
12774,3,
12775,10,30267.0
12776,7,22704.0
12777,16,
12778,11,
12779,43,76750.0
12780,4,16860.0
12781,14,10992.0
12783,25,64860.0
12784,9,90000.0
12785,6,39996.0
12786,10,
12787,26,49296.0
12789,30,
12790,16,
12791,4,3108.0
12792,17,58368.0
12793,18,1206288.0
12794,16,
12796,9,81074.0
12798,17,5236.0
12799,9,36372.0
12800,5,62268.0
12801,10,
12802,6,
12803,9,
12805,9,
12806,9,54612.0
12807,27,
12809,4,
12810,9,
12811,6,6283.0
12812,6,
12813,19,129259.0
12814,4,
12815,11,87564.0
12817,4,
12818,9,11728.0
12819,22,20004.0
12820,3,
12821,11,53388.0
12822,15,42060.0
12823,2,
12824,25,67452.0
12825,2,
12826,4,3686.0
12827,8,43239.0
12828,18,103408.0
12829,20,81050.0
12830,20,180000.0
12831,6,
12832,12,21780.0
12833,25,23352.0
12834,4,
12836,27,
12837,20,
12838,5,
12840,7,83000.0
12841,9,34632.0
12842,16,
12843,3,8676.0
12844,20,53671.0
12845,8,
12846,7,43239.0
12847,32,77831.0
12848,12,
12849,5,6283.0
12850,13,
12851,5,
12852,12,
12853,30,58368.0
12854,15,67847.0
12855,9,50262.0
12856,2,
12857,7,24000.0
12858,15,
12859,8,33732.0
12860,2,
12861,6,40731.0
12862,15,36564.0
12863,4,
12864,16,49941.0
12865,20,93869.0
12866,3,5388.0
12868,24,
12869,5,
12870,8,226204.0
12871,14,28672.0
12872,10,105072.0
12873,7,9108.0
12874,7,666984.0
12875,8,23267.0
12876,10,
12877,11,75669.0
12878,8,9419.0
12879,3,
12880,17,284371.0
12881,8,22884.0
12882,3,
12884,10,106731.0
12885,10,62124.0
12887,2,
12888,25,
12889,16,40884.0
12890,4,
12891,8,36324.0
12892,12,10128.0
12893,8,18528.0
12894,15,27240.0
12896,4,
12898,12,
12899,20,108098.0
12900,37,127321.0
12901,10,9960.0
12902,16,
12903,6,14411628.0
12904,13,58188.0
12906,20,47184.0
12907,6,
12908,7,34591.0
12909,7,178000.0
12910,11,8316.0
12911,18,73644.0
12912,1,
12913,11,41724.0
12914,2,
12915,25,
12916,8,5064.0
12917,24,
12918,20,
12919,15,
12920,9,
12922,14,19452.0
12923,5,
12924,11,120000.0
12925,7,
12926,13,42288.0
12927,3,
12928,12,39108.0
12929,12,
12931,27,2195616.0
12932,15,292356.0
12933,3,
12934,9,
12935,9,167000.0
12936,15,244300.0
12937,12,
12940,11,37697.0
12941,10,9773.0
12942,20,83364.0
12943,14,94600.0
12944,31,73507.0
12945,30,35856.0
12946,31,93600.0
12947,10,16812.0
12948,12,54049.0
12949,6,
12950,8,
12951,6,
12952,15,38472.0
12953,21,32772.0
12954,5,1896.0
12955,21,64859.0
12956,25,66480.0
12957,16,16815.0
12958,17,70264.0
12959,15,57292.0
12960,13,54049.0
12961,11,
12962,14,110000.0
12963,10,50592.0
12966,7,
12967,22,930672.0
12968,8,
12969,10,11916.0
12970,16,72936.0
12971,20,84019.0
12972,2,
12973,12,
12974,3,
12975,13,24792.0
12976,20,38916.0
12977,9,51240.0
12978,8,
12979,11,40537.0
12981,4,
12983,10,34200.0
12984,13,
12985,24,51888.0
12987,9,52848.0
12988,13,58368.0
12989,20,14897.0
12990,3,
12991,15,
12992,7,23268.0
12993,8,61176.0
12994,7,43239.0
12995,38,77832.0
12996,4,1644.0
12997,4,
12998,9,
13000,11,51887.0
13001,20,48644.0
13002,5,
13003,30,172957.0
13005,15,
13006,9,30864.0
13007,7,33510.0
13008,8,
13009,36,375000.0
13010,1,
13011,7,3012.0
13012,4,3528.0
13013,5,
13014,32,63281.0
13015,10,
13016,7,64859.0
13019,4,
13020,16,
13021,4,
13022,14,5664.0
13023,35,
13024,2,15600.0
13025,10,75669.0
13027,2,
13028,14,
13029,8,
13030,15,843168.0
13031,22,77832.0
13032,3,
13033,20,106895.0
13034,15,68102.0
13035,7,
13036,5,96207.0
13037,32,
13038,14,3348.0
13039,4,
13040,6,
13041,15,58368.0
13042,10,25944.0
13043,25,75936.0
13044,26,135722.0
13045,15,58373.0
13046,4,
13047,1,
13048,6,38916.0
13049,27,
13050,4,
13051,16,76066.0
13053,13,
13054,4,
13055,19,71950.0
13056,12,20943.0
13057,5,
13058,35,37932.0
13059,11,51704.0
13060,8,5364.0
13061,4,
13062,10,4800.0
13063,10,
13065,7,20016.0
13066,18,79776.0
13067,6,
13068,20,118685.0
13069,12,
13070,1,
13072,6,27240.0
13073,15,152473.0
13074,20,41112.0
13075,9,112068.0
13076,3,6456.0
13077,6,28500.0
13078,6,31128.0
13079,22,73944.0
13080,6,
13081,32,
13082,20,78764.0
13083,10,50316.0
13084,4,
13085,6,120000.0
13086,11,45408.0
13087,2,
13088,22,152473.0
13089,8,
13090,8,51024.0
13091,2,
13092,10,69828.0
13093,18,102501.0
13095,10,
13096,38,124313.0
13097,20,67561.0
13099,5,27227.0
13100,7,64737.0
13101,9,32424.0
13102,34,
13103,18,77832.0
13104,4,
13106,13,69792.0
13107,27,47563.0
13108,6,41508.0
13109,23,51887.0
13110,6,44678.0
13111,4,
13112,10,102501.0
13113,19,39295.0
13114,8,30267.0
13115,5,70044.0
13116,24,87556.0
13117,21,
13118,15,203786.0
13119,6,
13120,9,
13121,13,32429.0
13122,38,94045.0
13123,3,37834.0
13124,2,5364.0
13125,10,63444.0
13126,10,12000.0
13127,2,
13128,9,
13129,7,
13130,20,31348.0
13131,3,
13132,9,13962.0
13134,10,20943.0
13135,6,
13136,30,
13137,15,54480.0
13138,7,1056000.0
13139,14,54289.0
13140,21,62579.0
13141,30,43239.0
13143,8,72426.0
13144,9,15192.0
13145,13,61368.0
13146,12,350000.0
13147,30,
13148,7,14784.0
13149,10,38292.0
13150,10,45.0
13151,2,25944.0
13152,6,11832.0
13153,5,
13154,20,46704.0
13155,8,
13156,7,45396.0
13157,12,38916.0
13158,12,
13159,9,
13160,10,
13161,22,196641.0
13162,15,
13163,10,
13164,3,
13165,8,45401.0
13166,17,34296.0
13168,6,
13169,39,48644.0
13170,4,50000.0
13171,8,
13172,12,
13173,18,
13174,15,67021.0
13175,11,39996.0
13176,10,18936.0
13177,15,
13178,25,151054.0
13179,7,53184.0
13180,6,33408.0
13181,10,9432.0
13182,10,20943.0
13183,3,
13184,15,101311.0
13185,10,
13186,17,49212.0
13187,13,43239.0
13188,13,45401.0
13189,12,51887.0
13190,15,
13191,5,
13192,3,
13193,20,59454.0
13194,18,
13195,17,49296.0
13197,8,44040.0
13199,6,27025.0
13200,11,
13201,10,51704.0
13202,4,12972.0
13203,4,2792.0
13204,15,38916.0
13205,20,70264.0
13206,22,108098.0
13207,12,41880.0
13208,7,65816.0
13209,15,46704.0
13210,15,
13211,19,79980.0
13212,9,
13214,6,
13215,17,27540.0
13216,10,32429.0
13217,29,135123.0
13218,5,5794.0
13219,10,
13221,24,49296.0
13222,7,
13223,8,9108.0
13224,7,68856.0
13225,10,59676.0
13226,40,853116.0
13227,11,41508.0
13228,2,
13231,8,34591.0
13232,7,45396.0
13233,2,
13234,43,121572.0
13235,5,11676.0
13236,1,
13237,36,68102.0
13238,14,19452.0
13239,2,
13240,20,92964.0
13241,41,
13242,7,30000.0
13243,6,36444.0
13244,15,24084.0
13245,36,89446.0
13246,1,
13247,9,51636.0
13248,12,67728.0
13249,30,
13250,3,18156.0
13251,10,103408.0
13252,7,
13253,5,
13254,15,81074.0
13255,11,45732.0
13256,11,85000.0
13257,7,34900.0
13258,1,
13259,1,
13260,8,5585.0
13261,12,154104.0
13262,9,
13263,27,64859.0
13265,12,36753.0
13266,10,92222.0
13267,10,
13268,5,10380.0
13269,12,19728.0
13270,6,
13271,2,
13272,10,72636.0
13273,6,
13274,5,11028.0
13275,14,71345.0
13276,6,
13277,14,38874.0
13278,1,
13279,44,69800.0
13280,8,
13281,5,
13282,5,
13283,12,70264.0
13285,4,
13286,11,48644.0
13288,12,93067.0
13289,13,
13290,25,
13291,17,127061.0
13292,8,42288.0
13293,6,
13294,7,
13295,7,
13296,12,118908.0
13297,6,17124.0
13298,35,71345.0
13299,10,
13300,2,4656.0
13301,13,78000.0
13302,10,466980.0
13303,3,25944.0
13304,32,
13305,15,
13306,10,
13307,8,14268.0
13308,17,86604.0
13309,8,390456.0
13310,14,
13311,7,28437.0
13312,8,
13313,4,
13314,3,
13315,8,
13316,5,
13317,12,31132.0
13319,4,47563.0
13320,10,
13321,18,60253.0
13322,6,6996.0
13323,4,
13324,4,738000.0
13325,3,58167.0
13326,8,44969.0
13327,26,67452.0
13328,4,
13329,10,
13330,8,
13331,20,25944.0
13332,8,36753.0
13333,8,108000.0
13334,18,60535.0
13335,3,
13336,6,
13337,7,
13338,5,32424.0
13339,7,9864.0
13340,6,
13342,5,25721.0
13343,10,61616.0
13344,5,
13345,10,83196.0
13346,20,48644.0
13347,10,
13348,10,
13349,16,64859.0
13350,6,40032.0
13351,3,
13352,15,100020.0
13353,6,144132.0
13354,7,
13355,9,32652.0
13356,20,49308.0
13357,8,54049.0
13358,7,101852.0
13359,13,
13360,20,
13361,4,
13362,20,64859.0
13364,9,75669.0
13365,6,276.0
13366,30,6226452.0
13367,3,
13368,9,
13369,9,70774.0
13370,20,129474.0
13371,3,
13372,11,
13373,15,32429.0
13374,10,
13375,6,17148.0
13376,10,26016.0
13377,7,
13378,5,4356.0
13379,35,
13380,6,59052.0
13381,12,50000.0
13382,8,473844.0
13383,2,
13384,20,91883.0
13385,21,
13387,8,18876.0
13388,10,
13389,25,65940.0
13390,18,62268.0
13391,15,27923.0
13392,5,899640.0
13393,6,
13394,14,
13396,2,
13397,2,
13398,18,
13399,25,103776.0
13400,10,42804.0
13401,9,
13403,3,5724.0
13404,8,80172.0
13405,6,58368.0
13406,14,97128.0
13407,3,575004.0
13408,15,69960.0
13409,11,
13410,12,48644.0
13412,12,29320.0
13413,10,
13414,6,15792.0
13415,15,37294.0
13416,10,
13417,8,38916.0
13418,10,25944.0
13419,5,
13420,21,27804.0
13421,8,64737.0
13422,22,117324.0
13423,22,62697.0
13424,13,47011.0
13425,7,95000.0
13426,10,27684.0
13427,4,35672.0
13428,37,103408.0
13429,11,71340.0
13430,6,
13431,7,
13432,15,78552.0
13433,18,102918.0
13434,20,41508.0
13435,6,
13436,5,29580.0
13437,5,52996.0
13438,17,140527.0
13440,10,
13441,6,
13442,6,64224.0
13443,9,71345.0
13444,2,
13445,41,277261.0
13446,18,48600.0
13447,10,43780.0
13448,15,72145.0
13449,12,
13450,16,
13451,4,
13452,35,
13453,14,18156.0
13455,28,1180428.0
13456,8,19452.0
13457,14,194580.0
13458,4,
13459,9,41724.0
13460,10,50160.0
13461,15,721548.0
13462,8,7536.0
13463,13,64859.0
13464,6,
13465,10,
13466,11,350000.0
13467,2,12972.0
13468,8,
13469,19,64859.0
13470,10,51888.0
13471,3,
13472,5,4692.0
13473,12,
13474,10,
13475,14,90751.0
13476,20,
13477,15,234552.0
13478,20,518868.0
13479,6,
13480,4,
13481,14,155111.0
13482,14,157596.0
13483,11,
13484,5,4887.0
13485,6,
13487,20,51960.0
13488,19,43644.0
13489,6,
13490,10,
13491,15,
13492,10,20016.0
13495,8,
13496,6,
13497,12,
13498,13,60535.0
13499,16,83619.0
13500,11,10452.0
13501,25,
13502,5,8412.0
13503,6,45401.0
13504,6,44100.0
13505,3,7728.0
13506,5,19452.0
13507,16,25944.0
13508,7,32429.0
13509,9,51024.0
13510,7,77556.0
13511,2,
13512,10,22339.0
13514,8,8376.0
13515,15,
13516,10,84019.0
13517,6,
13518,8,51293.0
13519,7,16152.0
13520,10,7679.0
13521,8,58454.0
13522,7,16860.0
13523,16,103408.0
13524,13,12566.0
13525,4,
13526,5,
13527,20,
13528,8,
13529,25,90802.0
13530,5,38915.0
13531,10,16754.0
13532,7,19452.0
13533,10,
13534,20,
13535,4,
13536,6,
13537,8,3564.0
13538,10,33358.0
13540,30,129259.0
13541,17,152473.0
13542,16,97284.0
13543,15,
13544,13,70264.0
13545,40,
13546,4,
13547,7,2964.0
13548,20,121979.0
13549,10,
13550,21,32424.0
13551,4,8376.0
13552,8,10512.0
13553,12,
13554,8,
13555,14,51887.0
13556,16,24214.0
13557,20,
13558,3,25944.0
13559,8,83907.0
13561,6,
13562,29,
13563,4,31128.0
13564,16,9864.0
13565,20,80965.0
13566,10,79843.0
13567,3,
13568,23,34051.0
13569,19,
13570,12,27923.0
13571,18,
13572,4,21328.0
13573,17,6283.0
13574,7,4236.0
13575,26,1102596.0
13576,20,67215.0
13577,18,38400.0
13578,7,38916.0
13579,3,
13580,14,
13581,10,48644.0
13582,9,33972.0
13583,30,
13584,7,48866.0
13585,6,2508.0
13586,16,54480.0
13588,8,6463.0
13590,22,50037.0
13592,8,
13593,11,13212.0
13594,7,168636.0
13595,25,96566.0
13596,12,16752.0
13597,8,26124.0
13598,11,44033.0
13599,39,36372.0
13600,7,82944.0
13601,9,52260.0
13602,21,
13603,25,
13604,2,
13605,5,45396.0
13606,10,54480.0
13608,4,
13609,12,
13611,7,
13613,5,
13614,25,129718.0
13615,8,21501.0
13616,10,
13617,6,75624.0
13618,10,46482.0
13619,20,125184.0
13621,10,
13622,5,
13623,12,81624.0
13624,9,13015.0
13625,8,9084.0
13626,17,54289.0
13627,13,
13628,5,
13629,4,
13630,7,789792.0
13631,25,91774.0
13632,8,37834.0
13633,5,65844.0
13634,25,129718.0
13635,12,
13638,6,
13639,13,42656.0
13642,5,27144.0
13643,27,75669.0
13644,3,21620.0
13645,5,
13646,9,
13647,20,40572.0
13648,3,
13649,20,25944.0
13650,9,37834.0
13651,8,18377.0
13652,9,
13653,10,91883.0
13654,5,9773.0
13655,15,64737.0
13656,6,56211.0
13657,11,
13658,11,
13659,9,8376.0
13660,5,21408.0
13661,20,108098.0
13662,5,
13663,8,
13664,6,97284.0
13666,12,54276.0
13667,30,115784.0
13668,12,58368.0
13669,5,
13670,12,
13671,2,3888.0
13672,15,28437.0
13673,10,46533.0
13674,20,48644.0
13675,15,48644.0
13676,37,
13677,21,68856.0
13678,1,
13679,7,542892.0
13680,10,99616.0
13681,5,27025.0
13682,1,
13683,10,42960.0
13685,8,
13686,16,24433.0
13687,35,
13688,6,
13689,11,51888.0
13690,42,
13691,19,85311.0
13692,25,
13694,47,95520.0
13696,17,79572.0
13697,32,41508.0
13698,23,75937.0
13699,5,
13700,15,
13701,2,
13702,17,54480.0
13703,9,12000.0
13704,5,12972.0
13705,6,
13706,10,97288.0
13707,4,38778.0
13708,33,103776.0
13709,20,63564.0
13710,11,43980.0
13711,20,26527.0
13713,20,33204.0
13714,5,
13715,28,94045.0
13716,15,75669.0
13718,18,25944.0
13719,4,
13720,5,20760.0
13721,8,45396.0
13722,13,33408.0
13723,4,53948.0
13724,2,
13726,2,8076.0
13727,39,
13728,26,71093.0
13729,14,142185.0
13731,8,39312.0
13732,22,65052.0
13733,13,
13734,8,49119.0
13736,10,78300.0
13737,3,
13738,35,
13739,10,37834.0
13740,6,
13741,6,
13742,4,21079.0
13743,12,
13744,5,
13745,9,5196.0
13746,4,38916.0
13747,6,14784.0
13748,10,253320.0
13750,8,
13752,8,
13753,1,
13754,7,10608.0
13755,3,
13757,2,
13758,5,
13759,20,57708.0
13760,22,81.0
13761,2,
13762,2,18228.0
13763,7,
13764,17,19074.0
13765,11,
13766,10,
13767,16,57732.0
13768,13,28824.0
13769,11,
13771,7,67447.0
13772,5,
13773,26,
13774,11,81074.0
13775,10,46533.0
13776,19,64859.0
13777,6,48644.0
13778,11,36324.0
13779,7,42528.0
13780,30,
13781,12,21264.0
13782,34,129718.0
13783,9,15358.0
13784,9,6480.0
13785,6,
13786,4,
13787,15,48644.0
13788,5,
13789,8,37834.0
13790,4,4188.0
13791,8,23388.0
13792,3,
13793,17,35672.0
13794,24,118908.0
13795,6,6283.0
13796,15,25131.0
13797,15,46416.0
13801,10,12566.0
13802,7,
13803,20,64859.0
13804,35,89721.0
13806,25,57000.0
13807,6,27025.0
13808,7,
13809,5,
13810,10,
13811,15,41363.0
13812,2,
13813,6,
13814,3,
13815,11,
13816,5,
13817,16,59454.0
13818,8,31176.0
13819,10,34591.0
13820,24,98580.0
13821,17,77730.0
13822,24,27240.0
13823,8,72900.0
13824,20,
13825,17,67500.0
13827,8,51888.0
13828,20,129720.0
13829,10,27993.0
13830,15,60421.0
13831,7,
13832,5,7764.0
13833,7,49092.0
13834,8,18156.0
13835,12,33780.0
13836,18,71340.0
13837,37,208080.0
13838,5,77556.0
