,YearsCode,ConvertedCompYearly
40219,11,2856.0
40220,40,
40221,2,
40222,20,1021308.0
40224,4,
40225,8,
40226,8,12372.0
40227,27,59454.0
40228,21,64630.0
40229,23,77832.0
40230,30,
40231,7,240.0
40232,8,
40233,8,183672.0
40234,5,
40235,1,
40236,3,
40237,7,
40238,3,
40239,21,175000.0
40240,2,
40241,5,
40242,23,
40243,5,
40244,17,43239.0
40245,10,84312.0
40246,10,2016.0
40247,14,
40248,6,
40249,7,
40250,7,1608.0
40251,3,
40252,16,105715.0
40253,20,100000.0
40254,12,116500.0
40255,25,25944.0
40256,9,20943.0
40257,3,
40258,4,
40259,2,
40261,8,
40262,4,
40263,4,
40264,4,
40265,5,
40266,8,
40267,4,
40268,10,35028.0
40269,7,6283.0
40270,28,37416.0
40271,5,
40272,5,
40273,12,
40274,13,
40275,12,43908.0
40276,16,53040.0
40277,20,45396.0
40278,15,
40279,4,5928.0
40280,14,
40281,5,
40282,8,28500.0
40283,4,5026.0
40284,15,71345.0
40285,8,20244.0
40286,12,2568.0
40287,10,66000.0
40288,37,30192.0
40289,10,26724.0
40290,24,300000.0
40291,5,
40292,4,8376.0
40293,8,
40294,3,17148.0
40295,5,
40296,4,6372.0
40297,10,
40299,7,
40300,13,
40301,3,
40302,10,51936.0
40303,4,
40304,7,40212.0
40305,6,
40306,30,
40307,11,114000.0
40308,2,
40309,11,34591.0
40310,2,
40311,7,
40312,32,32568.0
40313,1,
40314,5,
40315,2,
40316,21,245160.0
40317,8,
40318,8,
40319,5,
40320,12,33504.0
40321,38,
40322,4,
40323,3,4740.0
40324,20,60000.0
40325,36,115000.0
40326,17,23664.0
40327,5,
40328,4,
40329,6,
40330,10,64859.0
40331,3,
40332,5,4188.0
40333,11,20520.0
40334,43,250000.0
40335,12,44830.0
40336,42,101612.0
40337,4,100524.0
40338,12,3500.0
40339,14,
40340,7,
40341,15,57708.0
40342,10,
40343,10,
40344,4,24300.0
40345,7,
40346,2,30000.0
40347,10,12696.0
40348,7,
40349,16,88380.0
40350,13,27923.0
40351,2,
40352,2,
40353,4,
40354,5,68050.0
40355,4,
40356,2,
40357,3,
40358,2,
40359,13,24744.0
40360,1,11724.0
40361,4,
40362,4,
40363,17,35736.0
40364,7,16308.0
40366,32,13068.0
40367,12,17100.0
40368,13,95520.0
40369,1,
40370,17,21552.0
40371,3,
40372,1,
40374,8,101000.0
40375,4,29580.0
40376,13,181502.0
40377,5,
40378,20,622644.0
40379,2,
40380,15,
40381,23,108500.0
40382,3,
40383,5,20400.0
40384,1,
40385,9,
40386,15,17316.0
40387,37,46200.0
40388,5,
40389,2,
40390,40,
40391,7,
40392,10,16754.0
40393,12,8124.0
40394,7,
40395,5,
40396,12,
40397,20,158000.0
40398,3,
40399,7,
40400,4,
40401,7,
40402,3,
40403,12,19200.0
40404,9,38375.0
40406,11,
40407,17,
40408,5,47184.0
40409,47,
40410,9,
40411,3,
40413,7,
40414,9,
40415,40,129259.0
40416,7,1680.0
40417,39,102000.0
40418,8,21996.0
40419,7,881305.0
40420,4,
40421,3,
40422,6,
40423,7,34908.0
40424,10,
40425,3,
40426,2,
40428,6,68068.0
40429,16,36753.0
40430,3,
40431,7,
40432,5,
40434,12,120000.0
40435,2,
40436,3,
40437,8,
40438,19,670164.0
40439,13,35508.0
40440,9,
40441,6,
40442,2,13264.0
40443,7,
40444,11,
40445,30,71093.0
40446,35,86478.0
40447,3,
40448,9,
40449,8,111100.0
40450,18,
40451,19,172957.0
40452,18,19236.0
40453,4,
40454,11,
40455,9,
40456,9,
40457,4,140000.0
40458,5,47280.0
40459,12,51887.0
40460,9,36444.0
40461,7,
40462,12,150000.0
40463,8,5940.0
40464,38,
40465,20,38916.0
40466,5,
40467,9,16754.0
40468,15,25944.0
40469,3,43239.0
40470,40,
40471,15,91484.0
40473,2,
40474,28,
40475,20,
40476,3,
40477,6,
40478,7,5928.0
40480,3,
40482,20,62268.0
40483,9,
40484,10,100000.0
40485,8,
40486,2,
40487,13,25980.0
40488,3,52536.0
40489,20,
40490,9,
40491,12,
40492,5,
40493,4,
40494,12,5585.0
40495,10,
40496,6,10056.0
40497,7,
40498,4,
40499,8,8376.0
40500,9,13962.0
40501,11,16488.0
40502,3,
40503,30,108000.0
40504,11,57564.0
40505,6,75000.0
40506,7,
40507,22,170000.0
40508,8,
40509,19,67561.0
40510,18,64860.0
40511,16,6372.0
40512,7,
40513,2,47500.0
40514,9,
40515,5,
40516,20,60535.0
40517,7,
40518,6,
40519,6,
40520,22,67548.0
40521,6,96945.0
40522,11,
40523,44,200000.0
40524,10,71093.0
40525,6,
40526,8,44448.0
40527,4,
40528,5,
40529,13,72900.0
40530,3,
40531,28,
40533,25,
40534,43,
40535,3,
40536,3,
40537,4,
40538,9,
40539,23,73507.0
40540,12,
40541,10,7020.0
40542,2,
40543,3,10992.0
40544,1,
40545,6,25944.0
40546,9,32429.0
40547,31,91883.0
40548,30,
40549,5,
40550,11,
40551,8,
40552,40,
40553,11,
40554,8,32429.0
40555,12,13740.0
40556,2,
40557,6,
40558,15,38778.0
40559,4,
40560,5,
40561,6,18998.0
40562,25,47563.0
40563,36,165000.0
40564,12,
40566,22,
40567,4,100000.0
40568,4,140000.0
40569,9,64859.0
40570,30,
40572,3,
40573,10,61692.0
40574,4,
40575,6,
40576,2,
40577,15,101649.0
40578,6,18156.0
40579,21,
40580,3,
40581,6,
40582,5,
40583,27,23352.0
40584,18,34591.0
40585,3,37697.0
40586,37,21822250.0
40587,20,
40588,21,52848.0
40589,15,42756.0
40590,20,210132.0
40591,14,62240.0
40592,42,137000.0
40593,10,
40594,6,
40595,24,7596.0
40596,12,
40597,7,41520.0
40598,12,
40599,25,75492.0
40600,3,75669.0
40601,6,7068.0
40602,5,100000.0
40603,18,
40604,9,492924.0
40605,20,
40606,12,15072.0
40607,45,75000.0
40608,6,45156.0
40609,2,
40610,3,
40611,30,
40612,5,6060.0
40613,5,64737.0
40614,17,104000.0
40615,3,
40616,10,72000.0
40617,5,
40618,26,
40619,3,
40620,41,125000.0
40621,46,
40622,7,
40623,11,
40624,35,
40625,37,
40626,3,
40627,10,11328.0
40628,16,129718.0
40630,7,7788.0
40631,9,50952.0
40632,6,36468.0
40633,10,80000.0
40634,12,40489.0
40635,2,
40636,6,
40637,13,240000.0
40638,3,
40639,10,51888.0
40640,3,
40641,10,67728.0
40642,5,
40643,6,
40644,5,12000.0
40645,2,4236.0
40646,16,91883.0
40647,15,
40648,20,
40649,6,12347.0
40650,7,
40651,4,
40652,9,70000.0
40653,8,77831.0
40654,24,9432.0
40655,8,18156.0
40656,13,71093.0
40657,40,200000.0
40658,6,23724.0
40659,27,
40660,5,
40661,9,
40662,7,8281.0
40663,40,
40664,2,
40665,10,300000.0
40666,4,
40667,7,5868.0
40668,8,
40670,23,
40671,7,
40672,2,
40673,44,
40674,15,90000.0
40675,15,
40676,10,
40677,5,
40679,10,27225.0
40681,11,
40682,16,77556.0
40683,8,4691.0
40684,15,19632.0
40685,10,155111.0
40686,6,
40687,2,
40688,11,11676.0
40689,38,182000.0
40690,5,
40691,7,
40692,6,25000.0
40693,4,
40694,5,
40695,2,
40696,7,
40697,3,
40698,4,4020.0
40699,15,100000.0
40700,3,26527.0
40701,35,
40702,11,10056.0
40703,4,
40704,6,8376.0
40705,15,
40706,9,
40707,20,70264.0
40708,7,
40709,19,142000.0
40710,17,77832.0
40711,10,
40712,3,
40713,9,
40714,11,140088.0
40715,7,45379.0
40717,30,324000.0
40718,5,
40719,4,43032.0
40720,9,12000.0
40721,6,
40722,6,66000.0
40723,5,
40724,7,32315.0
40727,8,
40728,7,
40729,12,155111.0
40730,20,
40731,10,
40732,20,
40733,4,
40734,9,
40735,7,71093.0
40736,8,72612.0
40737,20,
40738,3,
40739,10,7776.0
40741,10,29320.0
40742,3,
40743,15,
40744,1,
40745,4,
40746,25,103000.0
40747,6,
40749,14,48644.0
40750,40,115000.0
40751,5,
40752,7,
40753,10,69809.0
40755,7,
40756,2,
40757,3,
40758,14,
40759,25,84312.0
40760,17,
40761,21,170000.0
40762,30,130257.0
40763,11,68068.0
40764,22,43239.0
40765,3,
40766,7,
40767,3,
40768,12,16860.0
40769,4,98250.0
40770,6,
40771,7,14688.0
40772,2,
40773,6,
40774,3,
40775,3,
40776,30,120000.0
40777,6,
40778,11,5868.0
40779,2,5026.0
40780,3,
40781,20,225000.0
40782,18,112068.0
40783,8,36300.0
40784,6,
40785,10,
40786,8,
40787,12,90804.0
40788,6,
40789,25,19596.0
40790,12,54049.0
40791,39,
40792,7,23760.0
40793,6,65000.0
40794,5,
40795,12,52606.0
40796,4,
40797,30,
40798,37,59676.0
40799,10,16200.0
40800,30,193889.0
40801,1,
40802,8,9084.0
40803,5,
40804,40,3878.0
40805,10,29320.0
40806,1,
40807,3,
40808,3,
40809,4,
40810,25,
40811,18,
40812,9,315393.0
40813,5,
40814,10,
40815,7,
40816,3,108100.0
40817,6,
40818,7,
40819,7,42000.0
40820,10,125000.0
40821,20,56616.0
40822,34,64859.0
40823,13,
40824,15,
40825,5,
40826,3,
40827,28,91488.0
40828,15,
40829,15,57072.0
40830,9,
40831,3,
40832,10,61642.0
40833,14,127556.0
40834,12,121979.0
40835,5,
40836,10,45396.0
40837,21,
40838,10,48000.0
40839,6,
40840,7,8712.0
40841,10,
40842,2,97000.0
40843,7,
40844,5,
40845,13,
40846,20,2465.0
40847,5,
40848,9,8940.0
40849,19,76968.0
40850,18,
40851,19,531840.0
40852,5,
40853,3,
40854,5,
40855,33,45241.0
40856,4,
40857,14,
40858,11,
40859,4,
40860,9,
40861,10,5532.0
40862,5,
40863,12,6000.0
40864,12,72744.0
40865,4,4416.0
40866,10,
40867,7,
40868,8,
40869,35,
40870,20,
40871,6,
40872,35,
40873,15,83136.0
40874,4,
40875,48,
40876,1,
40877,10,62400.0
40878,15,
40879,12,502620.0
40880,40,
40881,25,77831.0
40882,38,270000.0
40883,5,1440000.0
40884,10,23600.0
40885,15,
40886,2,
40887,27,107000.0
40889,2,
40890,8,12696.0
40891,10,51888.0
40892,10,17412.0
40893,4,5928.0
40894,6,
40895,10,78408.0
40896,7,28500.0
40897,10,39456.0
40898,8,9900.0
40899,7,
40900,7,12500.0
40901,3,35900.0
40902,21,76750.0
40903,20,720000.0
40904,14,150000.0
40905,33,
40906,6,
40907,4,
40908,6,
40909,6,
40910,27,78154.0
40911,9,
40912,11,
40913,19,107895.0
40914,14,
40915,6,
40916,5,84000.0
40917,3,
40918,6,
40919,10,
40920,5,
40921,8,20064.0
40922,6,2964.0
40923,16,243957.0
40924,17,
40925,4,6283.0
40926,9,90312.0
40927,8,365000.0
40928,5,32220.0
40929,8,
40930,5,5820.0
40931,3,
40932,14,51887.0
40933,30,
40934,10,32757.0
40935,21,
40936,4,
40937,3,
40938,10,19272.0
40939,5,
40940,9,19812.0
40941,8,21991.0
40942,15,
40943,1,
40944,10,42354.0
40945,8,32928.0
40946,10,368592.0
40947,6,
40948,2,12972.0
40949,34,76750.0
40950,10,
40952,7,
40953,2,
40954,5,
40955,9,10471.0
40956,16,38484.0
40957,2,
40958,4,
40959,8,48600.0
40960,15,200000.0
40961,39,
40962,7,
40963,23,93656.0
40964,10,20000.0
40965,30,84019.0
40966,19,
40967,4,
40968,12,39996.0
40969,5,
40970,3,
40971,13,89451.0
40972,5,
40973,4,
40974,12,
40975,6,12972.0
40976,11,54049.0
40977,2,80000.0
40978,1,50000.0
40979,13,
40980,6,12012.0
40981,4,
40982,47,
40983,3,
40984,6,
40985,22,118908.0
40986,8,
40987,10,78156.0
40988,10,
40989,18,100000.0
40990,11,78156.0
40991,7,
40992,2,
40993,16,94368.0
40994,16,63530.0
40995,6,
40996,10,
40997,9,54000.0
40998,22,79128.0
40999,7,
41000,11,3648.0
41001,27,15000.0
41002,2,
41003,13,713448.0
41004,21,804.0
41005,7,42000.0
41006,1,
41007,4,
41008,4,
41009,5,
41010,10,930672.0
41011,17,12360.0
41012,11,70000.0
41013,11,40488.0
41014,8,
41015,12,101568.0
41016,20,42000.0
41017,9,
41018,32,118196.0
41019,25,170000.0
41020,1,
41021,24,
41022,2,4128.0
41024,12,32820.0
41025,9,24000.0
41026,3,
41027,6,
41028,21,920016.0
41029,15,10860.0
41030,6,
41031,9,28500.0
41032,16,
41033,3,
41034,38,100200.0
41035,5,
41036,7,
41037,20,81074.0
41038,10,
41039,6,
41040,5,
41041,15,
41042,5,
41043,2,7416.0
41044,20,42656.0
41045,17,36999.0
41046,4,14268.0
41047,2,
41048,6,129718.0
41049,5,
41050,15,
41051,8,
41052,2,
41053,5,112000.0
41054,7,
41055,36,99600.0
41056,22,83194.0
41057,10,
41058,18,27252.0
41059,37,68833.0
41060,45,144000.0
41061,10,67021.0
41062,15,
41063,20,65473.0
41064,5,
41065,8,142000.0
41066,20,64859.0
41067,4,1944.0
41069,25,641376.0
41070,10,25944.0
41071,10,
41072,4,102224.0
41073,5,3513.0
41074,30,150000.0
41075,16,370000.0
41076,40,
41077,5,5868.0
41078,3,
41079,6,
41080,15,58779.0
41081,8,389148.0
41082,4,
41083,3,
41084,7,77831.0
41085,5,
41086,9,165000.0
41087,40,118000.0
41088,10,45996.0
41089,4,4536.0
41090,2,
41091,2,
41093,9,
41094,1,6900.0
41095,30,89446.0
41096,10,11304.0
41097,8,46482.0
41098,12,259440.0
41100,16,59454.0
41101,17,124792.0
41102,6,80000.0
41103,12,125000.0
41104,20,260000.0
41105,4,
41106,12,
41107,10,
41108,35,60000.0
41109,6,
41110,35,
41111,6,22452.0
41112,6,
41113,28,1282740.0
41114,5,
41115,1,
41116,12,
41117,32,102000.0
41118,29,
41119,10,
41120,5,
41121,7,
41122,10,158000.0
41123,6,
41124,30,
41125,6,100000.0
41126,5,
41127,9,105000.0
41128,11,30000.0
41129,10,76317.0
41130,6,
41131,4,
41132,2,
41133,6,
41134,46,220000.0
41135,27,
41136,10,60129.0
41137,8,
41138,8,
41139,11,67327.0
41140,5,
41141,15,74160.0
41142,25,145000.0
41143,2,100000.0
41144,3,8244.0
41145,11,35856.0
41146,8,19392.0
41147,18,26940.0
41148,6,
41149,8,
41150,8,
41151,3,
41152,24,
41153,16,226894.0
41154,10,
41156,19,190000.0
41157,10,59454.0
41158,8,15120.0
41159,8,
41160,3,120000.0
41161,3,
41162,18,
41163,10,41422.0
41164,12,26700.0
41165,46,177170.0
41166,30,
41167,18,133600.0
41168,20,99828.0
41169,10,
41170,11,
41171,8,35028.0
41172,7,300000.0
41174,4,
41175,11,193889.0
41176,27,659220.0
41177,5,
41178,5,52776.0
41179,11,
41180,5,
41181,2,
41182,7,90000.0
41183,6,
41184,14,5000.0
41185,11,72000.0
41186,14,
41187,10,
41188,7,60050.0
41189,7,
41190,2,
41191,10,
41193,14,140000.0
41194,4,
41195,11,8993.0
41196,8,1679016.0
41197,10,
41198,7,65000.0
41199,6,125000.0
41200,4,
41201,9,14016.0
41202,5,
41203,5,
41204,4,
41205,35,129718.0
41206,2,19236.0
41207,7,22800.0
41208,3,
41209,17,154913.0
41210,33,97288.0
41211,33,
41212,6,
41213,1,
41214,3,
41215,2,
41216,13,56788.0
41217,5,
41218,2,
41219,5,
41220,6,
41221,21,
41222,35,63890.0
41223,4,
41224,11,
41225,43,
41226,7,
41227,9,26450.0
41228,4,
41229,22,120257.0
41230,3,
41232,3,
41233,30,36000.0
41234,5,24744.0
41235,38,79224.0
41237,6,
41238,3,
41239,7,
41240,15,
41241,10,91529.0
41242,22,84312.0
41243,2,
41244,6,
41245,35,25944.0
41246,10,25860.0
41247,24,210000.0
41248,20,160000.0
41249,24,
41251,3,
41252,6,
41253,32,109000.0
41254,7,29730.0
41255,14,112000.0
41256,21,77832.0
41257,45,
41258,3,
41259,9,97000.0
41260,13,27492.0
41261,39,69555.0
41262,2,
41263,25,37834.0
41264,5,
41266,4,43426.0
41267,3,
41268,15,58454.0
41269,3,
41270,2,
41272,7,
41274,3,
41275,2,
41276,15,58454.0
41277,4,
41278,22,175000.0
41279,32,
41280,18,
41281,10,71000.0
41282,5,10471.0
41283,8,
41284,10,95000.0
41285,8,
41286,15,180000.0
41287,3,
41288,2,3528.0
41289,7,
41290,15,43992.0
41291,6,
41292,30,
41293,22,
41294,10,
41295,41,200000.0
41296,6,65000.0
41297,10,5316.0
41298,6,
41299,15,122500.0
41300,40,
41301,10,11328.0
41302,8,
41303,26,
41304,6,
41305,4,
41306,6,10284.0
41307,17,60129.0
41308,4,
41309,3,
41310,20,
41311,4,
41312,3,10200.0
41313,12,
41314,14,113447.0
41315,2,
41316,8,
41317,20,21768.0
41318,15,8484.0
41319,6,7548.0
41320,15,
41321,23,106895.0
41322,14,50107.0
41323,24,39328.0
41324,5,65000.0
41325,3,
41326,1,
41327,25,135000.0
41328,30,78876.0
41329,2,
41330,5,
41331,8,
41332,11,
41334,4,
41335,43,
41336,6,
41337,35,
41338,15,
41339,4,36000.0
41340,9,
41341,6,
41342,18,100024.0
41343,3,
41344,6,18150.0
41345,4,
41346,2,
41347,10,
41348,8,
41349,27,81779.0
41350,21,150000.0
41351,16,215000.0
41352,3,7908.0
41353,5,12050.0
41354,10,84000.0
41355,10,50107.0
41356,7,
41357,5,
41358,5,
41360,11,
41361,11,108150.0
41362,20,
41363,20,
41364,8,
41365,3,
41366,2,
41367,9,
41368,12,24288.0
41369,1,
41370,30,92002.0
41371,2,70000.0
41372,45,47917.0
41373,3,
41374,1,
41375,10,60240.0
41376,20,
41377,10,27384.0
41378,9,16754.0
41379,5,
41380,10,14244.0
41381,5,4656.0
41382,4,
41383,16,
41384,6,
41385,10,
41386,28,113576.0
41387,8,
41388,4,
41390,3,
41391,4,569220.0
41392,20,107750.0
41393,15,2000.0
41394,9,7752.0
41395,35,
41396,20,170000.0
41397,8,56723.0
41398,5,200000.0
41399,10,
41400,1,
41401,3,
41402,20,102000.0
41403,8,
41404,25,
41406,8,20580.0
41407,12,41148.0
41408,13,8148.0
41409,10,128648.0
41410,19,200000.0
41411,6,
41412,8,71943.0
41413,3,6981.0
41414,6,234552.0
41415,19,
41416,20,150000.0
41417,8,
41418,8,11412.0
41419,11,38928.0
41420,1,
41421,12,
41422,2,
41423,6,55847.0
41424,6,94577.0
41425,21,270000.0
41426,5,
41427,5,
41428,7,
41429,4,7947.0
41430,3,
41431,6,42000.0
41432,7,5316.0
41433,10,12566.0
41434,22,130000.0
41435,4,5264.0
41436,2,
41437,15,6588.0
41438,3,
41439,9,58458.0
41440,10,5.0
41441,8,
41442,4,
41443,2,
41444,3,
41445,15,
41446,4,25812.0
41447,4,
41448,10,25848.0
41449,5,10956.0
41450,3,
41451,10,35736.0
41452,9,
41453,5,3490.0
41454,12,
41455,33,235000.0
41456,3,8377.0
41457,10,
41458,7,
41459,8,
41460,15,27492.0
41461,13,
41462,14,
41463,5,61465.0
41464,5,13404.0
41465,16,73491.0
41466,8,
41467,2,
41468,12,
41469,7,
41470,13,100024.0
41471,7,
41472,3,
41473,3,
41474,23,36000.0
41475,30,
41476,7,
41477,4,
41478,5,8377.0
41479,4,
41480,2,6876.0
41481,7,
41482,2,
41483,10,
41484,19,
41485,15,
41486,11,
41487,19,54784.0
41488,47,
41489,2,
41490,4,
41491,2,3504.0
41492,4,11028.0
41493,4,
41494,22,40032.0
41495,8,
41496,13,
41497,1,
41498,9,97704.0
41499,8,
41500,23,83770.0
41502,16,41885.0
41503,5,13200.0
41504,9,2508.0
41505,8,
41506,2,
41508,7,9216.0
41509,12,100000.0
41510,17,46704.0
41511,20,135000.0
41512,15,
41513,3,
41514,12,
41515,7,
41517,8,
41518,11,84924.0
41519,35,
41520,8,
41522,11,7116.0
41524,14,
41525,11,173705.0
41526,14,112884.0
41527,11,46188.0
41528,20,116908.0
41529,7,8880.0
41530,8,
41531,18,72606.0
41532,10,
41533,2,
41534,12,
41535,2,
41537,25,72966.0
41538,13,
41539,10,40489.0
41540,3,
41541,9,
41542,9,9148.0
41543,35,
41545,5,9444.0
41546,9,13264.0
41547,10,
41548,11,24503.0
41549,6,
41550,7,
41551,4,18150.0
41553,4,28500.0
41555,13,
41556,6,8377.0
41557,50,
41558,9,29400.0
41559,37,191670.0
41560,15,
41561,1,17268.0
41562,10,
41563,14,48866.0
41564,1,
41565,4,7692.0
41566,5,
41567,10,
41568,7,24648.0
41569,12,
41570,12,119076.0
41571,12,43029.0
41572,4,3351.0
41573,15,
41574,36,55584.0
41575,6,
41576,7,
41577,2,
41578,5,
41579,4,73491.0
41580,2,
41581,15,51046.0
41582,8,5387.0
41583,11,32162.0
41584,20,90804.0
41585,1,
41586,30,180000.0
41587,12,25128.0
41588,6,
41589,9,
41590,5,
41591,26,95976.0
41592,8,39119.0
41593,16,56616.0
41594,35,
41595,12,
41596,8,
41597,5,
41598,8,3516.0
41599,36,57072.0
41600,12,
41601,2,
41602,11,
41603,30,168000.0
41604,10,
41605,7,114745.0
41606,6,
41607,13,49008.0
41608,6,63984.0
41609,5,
41610,4,
41611,5,
41612,5,
41614,12,
41615,6,
41616,11,20448.0
41617,4,39996.0
41618,4,6981.0
41619,18,
41620,20,48600.0
41621,4,
41622,15,20943.0
41623,9,
41624,10,129720.0
41625,1,
41627,18,
41628,23,
41629,15,33508.0
41630,7,10188.0
41631,6,57072.0
41632,2,
41633,10,908028.0
41634,4,28512.0
41635,6,
41636,6,3684.0
41637,8,
41638,4,26976.0
41639,18,57292.0
41640,4,5028.0
41641,10,56643.0
41642,6,
41643,6,
41644,5,
41645,10,
41646,12,
41647,13,43281.0
41648,11,
41649,25,20760.0
41650,11,13836.0
41651,5,
41652,3,
41653,13,25884.0
41654,3,
41655,4,
41656,4,
41657,18,73644.0
41658,1,
41659,2,
41660,8,
41661,12,
41662,7,
41663,20,
41664,5,23037.0
41665,8,5028.0
41666,11,57275.0
41667,3,
41668,10,2969.0
41669,14,
41670,3,
41671,4,
41672,11,49439.0
41674,24,
41675,10,17148.0
41676,4,40080.0
41677,20,19068.0
41678,16,70264.0
41679,9,22800.0
41680,21,
41681,21,175116.0
41682,20,96204.0
41683,20,
41684,5,9384.0
41685,2,38916.0
41686,8,28584.0
41687,17,74100.0
41688,5,7140.0
41689,8,27000.0
41690,20,62950.0
41691,6,10512.0
41692,11,
41693,3,4188.0
41694,14,56424.0
41695,3,
41696,10,3780.0
41697,13,
41698,7,47563.0
41699,4,
41701,3,
41702,14,37476.0
41703,5,16754.0
41704,9,23316.0
41705,3,
41706,2,
41707,13,
41708,8,
41709,3,12972.0
41710,5,2544.0
41711,5,30120.0
41712,4,
41713,6,
41714,9,64080.0
41715,7,
41716,10,8652.0
41717,2,
41718,5,
41719,1,
41720,15,
41721,19,42024.0
41722,11,
41723,6,
41724,8,18240.0
41725,9,35650.0
41726,13,48866.0
41727,11,
41728,3,
41729,4,
41730,11,26040.0
41731,4,
41732,6,70044.0
41733,15,129720.0
41734,15,59454.0
41735,16,
41736,4,
41737,7,
41738,9,7051.0
41739,11,
41740,14,120480.0
41741,10,
41742,1,
41743,6,4538.0
41744,8,
41745,12,
41746,4,
41747,11,10471.0
41748,20,60000.0
41749,10,14256.0
41750,2,53448.0
41751,8,
41752,6,
41753,16,27923.0
41754,8,23352.0
41755,16,51888.0
41756,10,4836.0
41757,6,
41758,12,142892.0
41759,10,17928.0
41760,15,75669.0
41761,5,
41762,2,
41763,6,
41764,4,56000.0
41765,3,
41766,2,
41767,4,50303.0
41768,5,4392.0
41769,7,
41770,6,
41771,6,24648.0
41772,10,121979.0
41773,3,
41774,9,
41775,13,40489.0
41776,24,
41777,32,87559.0
41778,7,62579.0
41779,12,
41780,22,24648.0
41781,20,54049.0
41782,13,
41783,8,35028.0
41784,12,70264.0
41785,20,
41786,24,60012.0
41787,27,97288.0
41788,5,55847.0
41789,11,
41790,15,77831.0
41791,6,32810.0
41792,13,49296.0
41794,4,
41795,8,
41796,14,26400.0
41797,7,59454.0
41798,27,250000.0
41799,10,
41800,28,129720.0
41801,14,25944.0
41802,28,74588.0
41803,25,27240.0
41804,7,24648.0
41805,10,36753.0
41806,8,
41807,7,97872.0
41808,5,47917.0
41809,38,
41810,22,80922.0
41811,9,4356.0
41812,10,11169.0
41813,7,
41814,17,42528.0
41815,40,200429.0
41816,6,
41817,8,11676.0
41818,7,
41819,25,86328.0
41820,2,
41821,10,
41822,21,91711.0
41823,8,5794.0
41824,5,
41825,16,75660.0
41826,10,69809.0
41827,20,
41828,6,7692.0
41829,12,
41830,31,557784.0
41831,12,13962.0
41832,6,48365.0
41833,13,
41834,25,66716.0
41835,11,
41836,16,73074.0
41837,3,
41838,3,
41839,2,
41842,6,41385.0
41843,10,40212.0
41845,11,44748.0
41846,10,41885.0
41848,10,70264.0
41849,10,56211.0
41850,5,4620.0
41851,15,4188.0
41852,20,
41853,16,11544.0
41854,3,
41855,12,17736.0
41856,17,
41857,12,
41859,12,9732.0
41860,6,18564.0
41861,13,19776.0
41862,27,54049.0
41863,16,
41864,2,
41865,6,5448.0
41866,10,57243.0
41867,2,
41868,4,105060.0
41869,1,
41870,30,108098.0
41871,13,216978.0
41872,7,
41873,10,38724.0
41874,11,25944.0
41875,8,101568.0
41876,6,20760.0
41877,20,121979.0
41878,5,35028.0
41879,20,22056.0
41880,4,21372.0
41881,30,
41882,5,25332.0
41883,39,85908.0
41884,6,
41885,15,23352.0
41886,4,12972.0
41887,20,17871.0
41888,26,
41889,20,
41890,7,14400.0
41891,12,64859.0
41892,4,
41893,25,73890.0
41894,3,
41895,7,53616.0
41896,8,
41897,4,43426.0
41898,8,
41899,4,32429.0
41900,15,84316.0
41901,35,
41902,11,71208.0
41903,8,64737.0
41904,1,
41905,2,
41906,4,
41907,2,
41908,15,19452.0
41909,3,8028.0
41910,5,
41911,24,518868.0
41912,10,15079.0
41913,13,61832.0
41915,14,
41916,7,
41917,2,5028.0
41918,12,246000.0
41919,13,34596.0
41920,30,64859.0
41921,3,
41922,8,11724.0
41923,18,
41924,7,18804.0
41925,7,7128.0
41926,18,43239.0
41927,20,
41928,7,
41929,4,
41930,12,39093.0
41931,32,92748.0
41932,9,594539.0
41933,13,
41934,17,
41935,4,
41936,5,
41937,23,56196.0
41938,34,54672.0
41939,8,24312.0
41940,10,34294.0
41941,5,11867.0
41942,10,
41943,9,28860.0
41944,22,56541.0
41945,28,766680.0
41946,3,24300.0
41947,5,
41948,15,75669.0
41949,20,389148.0
41950,10,75669.0
41951,7,34200.0
41952,4,38778.0
41953,18,37834.0
41954,7,25944.0
41955,11,
41956,14,60048.0
41957,5,
41958,20,59454.0
41959,2,
41960,10,48644.0
41961,38,59454.0
41962,16,
41963,1,
41964,24,260520.0
41966,7,
41967,20,
41969,20,101649.0
41970,4,
41971,20,
41972,2,
41973,15,
41974,24,50592.0
41975,3,20760.0
41976,4,
41977,6,
41978,6,42156.0
41979,7,12564.0
41980,4,
41981,5,
41982,1,
41983,19,31524.0
41984,3,
41985,6,35672.0
41986,39,166369.0
41987,12,6156.0
41988,3,
41989,14,58373.0
41990,11,18876.0
41991,14,37834.0
41992,16,19546.0
41993,15,49296.0
41994,10,16723.0
41995,14,5664.0
41996,38,
41997,20,41885.0
41998,2,
41999,13,
42000,3,
42001,8,38316.0
42002,28,51552.0
42003,6,
42004,21,
42005,4,
42006,3,
42008,15,48644.0
42009,23,24000.0
42010,28,
42011,12,54049.0
42012,15,1395996.0
42013,16,
42014,5,
42015,7,
42016,6,12566.0
42017,5,8172.0
42018,2,
42019,5,
42020,15,
42021,1,
42022,20,54000.0
42023,14,1037736.0
42024,30,
42025,20,
42026,30,72744.0
42027,5,54756.0
42028,3,
42030,3,
42031,8,295860.0
42032,5,
42033,2,53957.0
42034,9,32424.0
42035,6,37056.0
42036,3,
42037,20,88572.0
